region,location_name,user_name,rating,review_text,review_date,source,
Wilayah Bali Utara,Kebun Raya,Akhmad Indirwan,5,,2024-11-04T04:15:55.091Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Kadek Ningsih,5,,2024-11-03T12:36:58.413Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Marlon Luchtenberg,5,"Lovely place to take a walk and enjoy the nature. Beautiful large and different trees. Entrance is just 15k per person, it’s nothing for a Botanical Garden like this. We had a great time.",2024-11-03T08:30:03.675Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Wayan Sri,5,"Setiap berkunjung ke sini kami sekeluarga selalu menghabiskan waktu sampai sore disini, dengan berkeliling jalan kaki mengunjungi berbagai objek. Suasananya sejuk jadi nggak berasa capek keliling seharian",2024-11-03T08:16:11.966Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,la bali,5,Tempat yang sangat direkomendasikan untuk outing,2024-11-03T02:39:56.697Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,ayu darmayanti,5,"Sejuk,pokonya ccok untuk healing",2024-11-02T13:29:44.294Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Made Agus Wilantara,5,"Masih sama seperti saat masih remaja, semua dijaga dan dipelihara dgn baik",2024-11-02T11:54:17.179Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,cvsultan jayakontraktor,5,,2024-11-02T09:43:39.598Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Putu Ferry Ariawan,5,,2024-11-02T03:49:27.187Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Dominik Centka,4,"Miejsce ukochane przez mieszkańców Bali, gdzie spotykają się i spędzają rodzinnie czas. Ogromny teren i bardzo duże - jak na Bali - formacje drzew. Dość monotonny w odbiorze, ale pozwalający się wyciszyć i złapać oddech. Brakowało tylko ławeczek, aby na chwilę przysiąść i się wyciszyć. Niezwykłe i bardzo głośne ptaki. Kilka świątyń w środku, ale wejście do nich jest zabronione.",2024-11-01T02:35:13.240Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Dewa Kasta,5,,2024-10-31T14:24:27.997Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Ngurah Gede Valentino Putra,5,,2024-10-31T13:17:24.095Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Made Artha Wibawa,5,"klau bisa bawa mobil lebih bisa mengjangkau tempat lainnya, klau bawa motor bisa sewa shuttle bus 20ebu",2024-10-31T10:57:54.838Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Graham Hughes,3,,2024-10-30T21:04:53.838Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,komang eka surya begin,5,,2024-10-30T14:30:51.047Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Gede subagia subagia,5,,2024-10-30T09:49:57.752Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Sukma Arindra,5,,2024-10-30T09:24:49.952Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Intari,5,tempat yang sejuk dan tenang,2024-10-30T01:38:38.581Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Taman ulun danu bulian Camp and outbound,5,,2024-10-29T12:02:48.199Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Sri Peni,3,,2024-10-29T11:26:08.462Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Kanti Santoso,4,,2024-10-29T06:37:26.645Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Acong Castalie,5,,2024-10-29T03:51:36.668Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Adi Putra,5,Nice place for vacation with family,2024-10-28T23:05:45.747Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Fathur Roziqin,4,,2024-10-28T21:17:52.695Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Andreas Z.,4,"Super schöner Park, sehr weitläufig und so gut wie keine Touristen. Allerdings ist es eher ein Park als ein botanischer Garten, nicht vergleichbar mit botanischen Gärten in Europa.",2024-10-28T14:12:22.745Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Raisya Vriendszone,5,Beautiful place,2024-10-28T06:35:23.127Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,MAHYUNI SRI,5,,2024-10-28T00:59:10.172Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Agung Marsudi,5,,2024-10-28T00:00:43.562Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Bali Bike School (Kursus Motor Bali),5,Nice view,2024-10-27T20:29:48.461Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Poli Po,5,Awesome place. You should try to go deep to the forest and check old tree.,2024-10-27T04:22:09.140Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Raja Fathurrahman,5,Best experience for family healing,2024-10-26T13:02:38.610Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Fitria Hayunisak,5,"Tempatnya luas banget, cocok buat piknik. Udara segar cocok buat refreshing bersama keluarga. Bisa sewa sepeda, skuter, naik shuttle bus, dll.",2024-10-26T12:45:58.932Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Rizal “Sumar” Sumaryanto,5,Sangat sejuk & nyaman untuk piknik,2024-10-26T03:36:56.423Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Loic Gérard,4,,2024-10-25T15:10:44.365Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Adeline Soulier,5,,2024-10-25T15:08:29.556Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Rulfy Sabihi,5,"Super fresh,tidak pernah bosan mengunjungi",2024-10-25T03:20:49.489Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,apolline plaud,3,Le lieu est gigantesque et prendrait des heures à faire à pieds. Le bémol c'est que ceux qui se chargent de louer les scooter / vélo ne sont absolument pas accueillants et se moquent quand il s'agit de tester divers véhicules.,2024-10-24T11:07:20.853Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Endra Wijiarto,5,,2024-10-24T10:16:37.992Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,wahyu kencana boy,5,,2024-10-24T04:08:25.255Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,J Z,5,,2024-10-24T03:48:22.669Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Lisa Schaller,5,,2024-10-23T16:39:31.761Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Laili Alfiana Azizah 18,4,,2024-10-23T11:58:31.106Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Ni putu juliantari Tari,5,,2024-10-23T07:37:03.878Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Komang Nick Kuncier,4,"Ada jalan lingkar tengah ada yg rusak, dibiarkan saja, tolong pengelola...",2024-10-23T06:50:42.781Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,H454N K13N6,4,,2024-10-23T05:38:21.710Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Asta Delong,5,,2024-10-22T22:44:14.265Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Nindi Apriani,5,"sudah beberapa kali kesini, untuk acara outing perusahaan dan sekedar piknik sama keluarga. semua bagus tiketnya juga masih terjangkau bersih dan banyak disediakan tong sampah. untuk kebersihan toilet semoga makin ditingkatkan dari ketersediaan tissuenya dan adanya penjaga yang mengawasi toilet tiap waktunya. dan untuk pengunjung lainnya mohon kesadaran masing"" supaya tidak meninggalkan jejak mengerikan ditoiletnya ya",2024-10-22T16:20:06.763Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Wendy Aditya,5,Sejuk adem,2024-10-22T15:52:01.118Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Uli,4,"Was here yesterday. They charged the same for both local and foreigner ticket was 15,500 rp each. Paid 10k parking for motorcycle, has really huge garden and really nice a long walk or just chilling under the tree. Minus 1 star, seems like they only have 1 big conservatory doom?",2024-10-22T13:52:00.216Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Arta Dana,5,,2024-10-22T10:05:52.293Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Pascal Hanssens,1,"2/10, c'est plus un parc pour picniquer qu'un jardin botanique....pas de fleur, que des arbres et du gazon....ne vaut vraiment pas le détour.",2024-10-22T06:54:02.537Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,I Wayan Mandiasa,5,,2024-10-22T06:25:43.743Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Dek Yo,5,,2024-10-21T16:06:55.674Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Татьяна Крыгина,5,"Очень большой и красивый парк. Люблю здесь гулять. Можно взять велосипед или самокат на прокат и объехать его, пешком обойти очень долго. На выходных можно заехать в парк на машине.",2024-10-21T13:39:52.101Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Geoffrey Leclercq,3,,2024-10-21T12:37:13.546Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Jonathan .becbali,5,,2024-10-21T11:32:54.353Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Gus Nata,5,,2024-10-21T05:59:18.386Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Kurnia Pratiwi,5,Tempat yang nyaman untuk berlibur bersama keluarga,2024-10-21T05:50:20.266Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Aninda Putrika,5,We spent about some hours to get forest bath. It was so relaxed. But the bathroom not really proper.,2024-10-21T02:08:34.839Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,ALAN KW PROPERTY BALI,4,,2024-10-21T01:20:51.713Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Devi Wulandari,5,,2024-10-21T00:50:49.549Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Tanusree Roy Ghosh,5,Must visit...,2024-10-20T13:10:00.878Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Nury,5,,2024-10-20T11:02:52.283Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Komang Gunawan,1,,2024-10-20T10:17:58.455Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Kassandra,5,"Bali Botanical Garden is a great spot! you can walk for hours but also prepare a picknick and chill and relax. Our highlights were the cactarium, the orchid house and the giant tree.",2024-10-19T18:22:44.901Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Pisage present,5,,2024-10-19T06:09:06.681Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Corine Van Breemen,3,,2024-10-19T05:52:02.586Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Danen ?,5,,2024-10-19T03:25:36.468Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,eka santarayasa,5,View,2024-10-19T01:05:33.695Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Ika Budyono,5,"Asyik buat piknik keluarga atau komunitas... Adem, sejuk, udara segar",2024-10-19T00:17:22.435Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Arfi Christiowati,5,,2024-10-18T10:04:10.845Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Roman Tichy,3,,2024-10-18T05:30:52.047Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,R.L. Kaswanto,5,"The Bali Botanical Garden has amazing landscape services. The landscape beautification is tremendously spectacular!!

It has comfortable weather and panoramic vista surround. It has thousands collection of exsitu plants from around the world.

A must visit landscape during in Bali!

Landscape Regards,
Devoting Professional!!",2024-10-18T02:52:11.503Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Lucas,2,"No vale la pena visitarlo, es un parque gigante y muy verde pero con muy poco para ver e inconveniente recorrerlo por su tamaño (alquilan bicicletas y motos dentro).

Los puntos de atracción más importantes están algo abandonados y poco mantenidos.

Si estás de visita en Bali, ahorra tu tiempo y ve a otro sitio :)",2024-10-17T22:00:38.564Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Nani Herlina,5,,2024-10-17T17:13:15.604Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Ayub Kan,1,"Sangat mengecewakan
Harga parkir & harga masuk sangat tidak sesuai dengan apa yg diharapkan",2024-10-17T05:21:16.427Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Didik Susanto,5,,2024-10-16T22:40:33.924Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Edy Susanto,5,,2024-10-16T14:52:11.956Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Mara,3,Ganz hübsch. Allerdings auch hier und da recht runter gekommen. Und gehört renoviert. Die Gewächshäuser sind schön bepflanzt. Ohne Gefährt (kann man auch mieten) ist es schwierig alles zu erkunden.,2024-10-16T04:10:55.778Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Oka Adnyana,5,,2024-10-15T21:29:45.993Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,naisha astika pinatih,5,Cocok untuk liburan keluarga,2024-10-15T17:08:32.038Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Yanti Firda,5,,2024-10-15T12:31:17.615Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Eko Cahyono,5,,2024-10-14T14:01:35.423Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,bonny,5,,2024-10-14T06:26:26.691Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Prasetyo pramono,5,,2024-10-14T05:52:54.754Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Yande Arta,5,,2024-10-13T16:25:46.158Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Fikri Waw,1,,2024-10-13T15:41:02.962Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,wulantari Teja,5,Tempatnya cocok utk acara outing grup. Ada banyak pilihan tempat kunjungan bersama keluarga.,2024-10-13T08:06:07.819Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Jati Antari,4,,2024-10-13T05:58:14.385Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,nursyahraini ms,4,Bagus dan asri banget. Bagus utk camping atau acara ngegril,2024-10-13T05:07:43.575Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Katrin Rider,5,"Прекрасное место, чтобы прочувствовать атмосферу земли, какой она была миллион лет до нашей эры. Гигантские деревья, круговая тропа для трекинга, есть туалеты, ухоженная смотровая площадка . С недавних пор есть электромопеды и самокаты для ленивых. Очень рекомендую",2024-10-13T02:07:15.572Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,I Gusti Ngurah Rai,5,,2024-10-12T21:01:53.910Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Ahmad Musa,5,,2024-10-12T13:47:56.927Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Restu Megha,5,,2024-10-12T08:19:57.665Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Eko Putra Setiyawan,5,,2024-10-12T07:41:15.667Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Danta Yasa,5,,2024-10-12T02:21:36.536Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Kadek Bayu,5,Tempat menenangkn pikiran sejenak,2024-10-11T23:19:31.251Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,andini widyaputri,1,"Gak ngerti gimana konsep nya kebun raya bedugul , kenapa bisa ada peraturan pas weekday gak boleh bawa mobil ke kebun raya , padahal bayar dan hanya weekend saja boleh bawa mobil ke dalam … rencana piknik bawa barang banyak ehhh gak boleh bawa mobil kedalem …
Tolong untuk management yg mengelola tempat ini kalau buat peraturan yg masuk akal dikitt lahh",2024-10-11T15:07:29.552Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Sintia Meriani,5,,2024-10-11T07:29:35.707Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Kim Eveel,4,Sejak kecil kesini setiap tahun saat perpisahan sekolah dan libur panjang. Hingga dewasa pun main kesini karena suasana dingin dan sejuk.  Banyak pepohonan dan Padang rumput yg luas. Tempat untuk piknik atau bermain. Bisa menyewa sepeda atau skuter. Bisa menyewa mobil untuk berkeliling kebun raya.,2024-10-10T17:20:17.228Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,X-Cyber GLC,5,Wonderful Indonesia,2024-10-09T22:42:54.189Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Celepuk 99,5,,2024-10-09T16:06:39.840Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Pelangi Senja,5,,2024-10-09T13:43:24.237Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Anggota Panitia_Putu Aulia Rizka Noviana,5,,2024-10-09T11:04:26.764Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Damich Gaming,5,Nice place to visit !,2024-10-09T04:22:25.551Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,D Saka,5,Layak di kunjungi,2024-10-09T00:13:00.134Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Igak Dwija,5,"I love nature, there are alot of trees, bird voices, fresh air, fruits we also able to do exercise, flying fogs , the fogs as well.
I realy enjoy this place.
Also there is temple , it is said pura teratai bang / red lotus temple, but unfortunately ... the rest rooms was  very .. very ugly.",2024-10-08T13:38:23.567Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,sasmita,5,,2024-10-07T11:18:17.123Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Hendra Wijaya,5,Sejuk asri,2024-10-07T04:13:48.832Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Sekar Maya,5,Wow sungguh spetakuler amazink btl ..sangat puas,2024-10-07T04:11:59.122Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Randy Thurion,5,"Bali Botanical Garden is a perfect spot for picnics, walking, or running with friends or family. You can rent bicycles or electric scooters, and it’s dog-friendly, making it a great place for everyone!",2024-10-06T23:15:47.520Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,anang hendiarto,4,Agak kurang terawat... Mungkin karena  kurang SDM atau apa. Tapi banyak kebun bunga yg tidak bisa dikunjungi atau terlantar. Contohnya... Kebun bambu.,2024-10-06T14:43:38.571Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Adi Surya,5,Favorit rekreasi anak2 main di alam,2024-10-06T13:51:48.458Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Ilya,1,Beautiful nature but a lot of garbage. Nobody cleans up the trash. And there are a lot of people who are too lazy to leave their cars and walk 10 minutes through the park. I came to get some fresh air and ended up breathing in passing cars.,2024-10-06T12:07:44.892Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Yuki Mikayla,2,"Parkir mtor 10k
Bayar masuk per orng 25k
Sebnyak itu orng masuk dngan harga tiket lumayan.tpi kamar mandi zonk!!!",2024-10-06T07:54:00.807Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,NiPutu Kartinidewi,5,,2024-10-06T07:48:06.713Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,G Anindya,5,,2024-10-05T14:25:28.912Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Sania Nisa Kamila,4,"Rame, rimbun, adem pake piknik",2024-10-05T11:27:43.425Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Jürgen,1,War geschlossen,2024-10-05T09:58:54.413Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Bumdes Pancasari,5,,2024-10-05T09:13:47.187Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Tanya Pakina,5,,2024-10-05T09:01:48.007Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Bhayu Dwijayana,5,,2024-10-05T04:12:58.809Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Yunita Anggraini,5,,2024-10-05T03:10:55.316Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Ayu hikma Sari,5,,2024-10-04T14:12:56.653Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Cleo Maria,1,,2024-10-04T12:55:50.765Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Olivia Imelda,4,"I went here a couple of times, for a picnic and a concert. I love the area with the big trees and I think the place is pretty clean.",2024-10-04T11:50:17.109Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Adam Bali,5,Mantap,2024-10-04T03:09:42.887Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,02_Ni Putu Maharani,5,,2024-10-04T01:06:39.907Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Bhinuko Adistyo Nugroho,5,,2024-10-03T22:11:56.532Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Bernard Lacarry,4,"Très beau parc, entretenu avec soin. Un havre de nature et de paix qui fait du bien quand on le visite. Déception: quand on paie l'entrée à 15h45, on nous dit qu'il y a navette, location de vélos et que l'on peut rester dans le parc jusqu'à 18h. On découvre ensuite que les serres (cactus, orchidées etc) ainsi que tous les services s'arrêtent à 16h ! Reste effectivement la visite du parc.",2024-10-03T12:47:19.615Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Leonardo Amadeo,4,,2024-10-03T07:06:05.547Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Tu Utari,5,,2024-10-03T04:48:06.667Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Bona Hasan,5,,2024-10-02T14:47:38.481Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Claudia Spreafico,2,,2024-10-02T13:16:47.720Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Ida Anuraga Nirmalayani,5,,2024-10-02T10:36:10.579Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Wahyu Budiono,5,,2024-10-02T01:05:24.347Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Dwi Lestari,5,,2024-10-02T00:35:27.708Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Murni,5,,2024-10-01T16:30:51.639Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Bali atmosphere pictures,5,Lokasi liburan keluarga yang sangat pas,2024-10-01T11:02:46.380Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Emmanuella Hutabarat,5,Beautiful place.,2024-10-01T06:39:46.246Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Olga Gott,1,"Der botanische Garten ist vielmehr ein Park,  für den man Eintritt zahlen muss. Er machte auf uns einen vernachlässigten Eindruck. Die Beete sind nicht gepflegt und Müll liegt herum. Es blüht nur wenig, sodass man nicht in den Genuss kommt die verschiedenen Pflanzen zu vergleichen.
Wir fanden 3-4 Baustellen zugleich vor. Vielleicht wäre es sinnvoller, das Geld in das Bestehende zu stecken und zu pflegen.
Ein Besuch lohnt sich leider nicht.",2024-10-01T06:30:55.956Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Henrycus Abdullah,5,,2024-10-01T04:59:43.344Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,IGNAN Audio Sound System Rental,5,,2024-10-01T04:27:16.357Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Fima Permadi,5,"Kesini buat nonton konser, hawa nya sejuk tenang",2024-10-01T03:40:27.093Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Ayu Putri,5,,2024-09-30T16:39:48.619Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Louanne Rolland,4,"C’est sympa. Manque cruellement de fleurs mais la pelouse est bien entretenue en revanche les bâtiment et les fontaines ainsi que les serres mériteraient un bon coup de neuf. Accessible à tout le monde, à pieds, en minibus et il me semble même en Scooter électrique. Bien pour pique niquer. Je pense qu’il y a de meilleurs endroits mais bon c’est sympa si vous avez du temps si vous manquez un peu de temps passer votre chemin vous ne louper rien. Pas mal pour ceux qui aiment les longues balades. Lieu calme et au frais",2024-09-30T15:18:40.032Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Devi Saraswati,5,,2024-09-30T14:08:16.347Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Muhammad Sofiyan,5,,2024-09-30T11:41:03.035Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Anri Susilo,5,,2024-09-30T11:24:35.945Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Hadi Wijaya,5,,2024-09-30T11:07:54.457Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Sofyan Noor,4,,2024-09-30T03:16:15.139Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Listya Damayanti,5,,2024-09-29T21:55:48.226Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Jujur Jujur,5,,2024-09-29T15:15:19.520Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,45_A1 Dps_Putu Risna Pranita Yanti,5,,2024-09-29T14:07:57.784Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Larissa Schümmelfeder,4,"Big park where a lot of locals come to relax and be with family. Nice to see the big giant ficus and bamboo garden. Unfortunately orchids weren't blooming in September and also other flowers not really, so would recommend to go earlier in the year.",2024-09-29T07:08:53.711Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Rodrigo Nuñez Garcia,5,Amazing place to see Bali native and exotic plants. Great to have a good picnic and spend a few hours,2024-09-29T03:35:15.374Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Wira Kusuma Dinata,5,"Tempatnya sejuk,bagus untuk keluarga",2024-09-29T01:18:16.626Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Senia Astuti,5,"Tempat yg cocok buat kumpul keluarga atau teman
Tempat nya nyaman , adem , klo kamu ngga mau kena macet disarankan berangkat dr Denpasar jam 6 atau 7 pagi
Balik ke Denpasar jam 2 siang
Dijamin perjalanan mu lancar",2024-09-28T20:58:31.543Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Adam Pramunanda,5,,2024-09-28T13:34:56.130Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Nadhia Amir,5,,2024-09-28T02:41:30.560Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Dee R,4,"The garden is huge. There are lots of good picnic spots for family.  Too bad the roses Garden is not well maintained, and the toilet should have been cleaner.",2024-09-27T14:00:07.379Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Bagas Tri efendi,5,,2024-09-27T11:20:51.963Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Toprak Ali Özkan,4,"It was a good experience! You can walk and  see a lake view, orchid garden, cactus glass house, big tree, and rose garden. Peaceful place. Overall, a beautiful place , one of the cheapest experience in Bali . Totally recommended!",2024-09-27T08:26:03.472Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Andre Hanoo,5,,2024-09-27T07:20:30.811Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Surya Anggara,5,"Good place, amazing vibe, awesome air",2024-09-27T00:24:07.822Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Itzx Dwi,5,"Amazing experience, the view is amazing, clean, and friendly staff",2024-09-26T23:12:38.026Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Abd Shovy,5,,2024-09-26T12:24:08.420Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,William Antonio,3,,2024-09-26T07:07:47.375Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,32_Novi pratiwi,5,,2024-09-26T04:49:31.195Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Alpy,4,,2024-09-26T00:04:11.888Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,thariqul mujaddid,5,,2024-09-25T07:59:07.564Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,sius 30,5,,2024-09-24T10:38:19.267Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,M. Haris,5,,2024-09-23T12:05:13.119Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,M Reza Firdaus,5,,2024-09-23T04:11:37.909Z,Google Maps,
Wilayah Bali Utara,Kebun Raya,Dicki faf,5,,2024-09-23T01:25:16.208Z,Google Maps,
